"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Mar 22 11:23:38 CST 2021","Mon Mar 22 11:24:18 CST 2021","39502","","test_case","TestDelmembers","","","test_delmembers",""
